time,date,session,direction,model,score,grade,should_trade,kill_switches,price,price_zone,sweep,sweep_fresh,rsi_m15,cot_pct,atr,news_blocked,news_reason,entry,sl,sl_pips,tp1,tp2,tp3,result,pnl_pips,bars_held,exit_time,tp1_hit,tp2_hit,tag
2026-03-18 20:05:00,2026-03-18,new_york,buy,htf_level_reaction,70.6,STRONG,True,[],4885.16,discount,bullish,True,44.04,82.4,26.77768,False,,4900.5,4891.97,85.3,4932.76,4939.58,4967.62,SPIKE_SL,-85.3,1,2026-03-18 20:07:00,False,False,SPIKE_SL
2026-03-18 20:30:00,2026-03-18,new_york,buy,htf_level_reaction,70.6,STRONG,True,[],4880.26,discount,bullish,True,42.99,82.4,26.77768,False,,4900.5,4891.97,85.3,4932.76,4939.58,4967.62,SL_HIT,-85.3,1,2026-03-18 20:32:00,False,False,LOSS
2026-03-18 20:40:00,2026-03-18,new_york,buy,structural_breakout,72.1,STRONG,True,[],4879.37,discount,bullish,True,38.95,82.4,26.77768,False,,4880.57,4878.07,25.0,4900.0,4932.76,4939.58,SL_HIT,-25.0,4,2026-03-18 20:45:00,False,False,LOSS
2026-03-23 16:00:00,2026-03-23,new_york,buy,liquidity_grab_bos,71.5,STRONG,True,[],4466.82,discount,bullish,True,60.09,82.4,83.91945,False,,4477.77,4457.77,200.0,4550.0,4568.71,4660.14,SL_HIT,-200.0,4,2026-03-23 16:05:00,False,False,LOSS
2026-03-23 16:10:00,2026-03-23,new_york,buy,structural_breakout,75.8,STRONG,True,[],4462.57,discount,bullish,True,60.95,82.4,82.16163,False,,4463.25,4460.75,25.0,4477.27,4490.13,4550.0,SL_HIT,-25.0,3,2026-03-23 16:14:00,False,False,LOSS
2026-03-23 16:20:00,2026-03-23,new_york,buy,liquidity_grab_bos,74.5,STRONG,True,[],4495.18,discount,bullish,True,62.85,82.4,82.16163,False,,4477.77,4457.77,200.0,4550.0,4568.71,4660.14,SL_HIT,-200.0,20,2026-03-23 16:50:00,False,False,LOSS
