time,date,session,direction,model,score,grade,should_trade,kill_switches,price,price_zone,sweep,sweep_fresh,rsi_m15,cot_pct,atr,news_blocked,news_reason,entry,sl,sl_pips,tp1,tp2,tp3,result,pnl_pips,bars_held,exit_time,tp1_hit,tp2_hit,tag
2026-01-02 10:00:00,2026-01-02,london,buy,choch_reversal,81.2,STRONG,True,[],4382.83,discount,bullish,True,67.15,81.6,17.56924,False,,4365.91,4360.14,57.7,4381.74,4398.61,4421.0,GHOST,0.0,0,2026-01-08 06:32:00,False,False,GHOST
2026-01-02 15:50:00,2026-01-02,overlap,buy,fvg_continuation,77.6,STRONG,True,[],4368.78,discount,bullish,False,35.17,81.6,17.58939,False,,4364.4,4360.53,38.7,4383.32,4398.61,4421.0,GHOST,0.0,0,2026-01-08 06:32:00,False,False,GHOST
2026-01-05 10:15:00,2026-01-05,london,buy,double_top_bottom_trap,77.9,STRONG,True,[],4427.26,premium,bullish,False,65.72,81.6,17.35806,False,,4415.06,4400.57,144.9,4478.79,4500.0,4524.68,GHOST,0.0,2,2026-01-08 06:34:00,False,False,GHOST
2026-01-05 19:00:00,2026-01-05,new_york,buy,fvg_continuation,75.6,STRONG,True,[],4437.8,premium,bearish,False,58.28,81.6,18.04572,False,,4433.35,4427.3,60.5,4450.0,4478.79,4500.0,SL_HIT,-60.5,23,2026-01-08 07:06:00,False,False,LOSS
2026-01-09 10:00:00,2026-01-09,london,buy,fvg_continuation,77.0,STRONG,True,[],4469.1,premium,bullish,False,54.39,81.6,13.36847,False,,4465.24,4462.74,25.0,4477.42,4500.0,4511.47,GHOST,0.0,3,2026-01-09 10:04:00,False,False,GHOST
2026-01-09 14:55:00,2026-01-09,overlap,buy,momentum_breakout,70.9,STRONG,True,[],4465.78,premium,bullish,False,42.89,81.6,12.75973,False,,4466.08,4461.95,41.3,4477.63,4500.0,4511.47,SL_HIT,-41.3,34,2026-01-09 15:30:00,False,False,LOSS
2026-01-09 16:00:00,2026-01-09,new_york,buy,double_top_bottom_trap,71.9,STRONG,True,[],4484.74,premium,bullish,False,62.72,81.6,14.20189,False,,4475.25,4468.23,70.2,4500.0,4511.47,4530.37,GHOST,0.0,1,2026-01-09 16:02:00,False,False,GHOST
2026-01-19 20:25:00,2026-01-19,new_york,buy,momentum_breakout,71.1,STRONG,True,[],4678.61,premium,bullish,False,63.78,81.6,13.90861,False,,4678.91,4674.44,44.7,4690.69,4700.0,4730.55,SL_HIT,-44.7,38,2026-01-19 21:04:00,False,False,LOSS
2026-01-20 16:40:00,2026-01-20,new_york,buy,momentum_breakout,78.5,STRONG,True,[],4736.67,premium,bullish,False,59.14,81.6,14.85905,False,,4736.97,4732.21,47.6,4750.0,4770.31,4785.37,SL_HIT,-47.6,42,2026-01-20 17:23:00,False,False,LOSS
