time,date,session,direction,model,score,grade,should_trade,kill_switches,price,price_zone,sweep,sweep_fresh,rsi_m15,cot_pct,atr,news_blocked,news_reason,entry,sl,sl_pips,tp1,tp2,tp3,result,pnl_pips,bars_held,exit_time,tp1_hit,tp2_hit,tag
2026-01-02 10:00:00,2026-01-02,london,buy,choch_reversal,83.2,STRONG,True,[],4382.83,discount,bullish,True,67.15,81.6,17.56924,False,,4365.91,4360.14,57.7,4381.74,4398.61,4421.0,GHOST,0.0,0,2026-01-12 04:32:00,False,False,GHOST
2026-01-02 15:50:00,2026-01-02,overlap,buy,fvg_continuation,79.6,STRONG,True,[],4368.78,discount,bullish,False,35.17,81.6,17.58939,False,,4364.4,4360.53,38.7,4383.32,4398.61,4421.0,GHOST,0.0,0,2026-01-12 04:32:00,False,False,GHOST
2026-01-05 10:15:00,2026-01-05,london,buy,double_top_bottom_trap,79.9,STRONG,True,[],4427.26,premium,bullish,False,65.72,81.6,17.35806,False,,4415.06,4400.57,144.9,4478.79,4500.0,4524.68,GHOST,0.0,0,2026-01-12 04:32:00,False,False,GHOST
2026-01-05 19:00:00,2026-01-05,new_york,buy,fvg_continuation,77.6,STRONG,True,[],4437.8,premium,bearish,False,58.28,81.6,18.04572,False,,4437.7,4427.3,104.0,4478.79,4500.0,4517.51,GHOST,0.0,0,2026-01-12 04:32:00,False,False,GHOST
2026-01-06 11:00:00,2026-01-06,london,buy,fvg_continuation,73.7,STRONG,True,[],4465.82,premium,bullish,False,56.93,81.6,16.1241,False,,4465.72,4461.04,46.8,4483.65,4500.0,4511.47,GHOST,0.0,0,2026-01-12 04:32:00,False,False,GHOST
2026-01-06 17:15:00,2026-01-06,new_york,buy,fvg_continuation,77.7,STRONG,True,[],4478.93,premium,bullish,False,62.02,81.6,17.27983,False,,4478.83,4470.69,81.4,4500.0,4517.51,4549.92,GHOST,0.0,0,2026-01-12 04:32:00,False,False,GHOST
2026-01-09 10:00:00,2026-01-09,london,buy,fvg_continuation,79.0,STRONG,True,[],4469.1,premium,bullish,False,54.39,81.6,13.36847,False,,4469.0,4463.0,60.0,4500.0,4511.47,4517.51,GHOST,0.0,0,2026-01-12 04:32:00,False,False,GHOST
2026-01-09 14:55:00,2026-01-09,overlap,buy,momentum_breakout,72.9,STRONG,True,[],4465.78,premium,bullish,False,42.89,81.6,12.75973,False,,4465.48,4455.57,99.1,4500.0,4511.47,4549.92,GHOST,0.0,0,2026-01-12 04:32:00,False,False,GHOST
2026-01-19 20:25:00,2026-01-19,new_york,buy,momentum_breakout,73.1,STRONG,True,[],4678.61,premium,bullish,False,63.78,81.6,13.90861,False,,4678.31,4660.24,180.7,4730.55,4785.37,4911.17,SL_HIT,-180.7,150,2026-01-20 02:27:00,False,False,LOSS
2026-01-20 16:40:00,2026-01-20,new_york,buy,momentum_breakout,80.5,STRONG,True,[],4736.67,premium,bullish,False,59.14,81.6,14.85905,False,,4736.37,4720.16,162.1,4785.37,4850.0,4911.17,RUNNER_STOPPED,490.0,1675,2026-01-21 21:36:00,True,True,WIN
2026-01-23 16:50:00,2026-01-23,new_york,buy,momentum_breakout,71.8,STRONG,True,[],4953.61,premium,bullish,False,56.37,81.6,22.50247,False,,4953.31,4935.61,177.0,5000.0,5050.0,5161.82,RUNNER_STOPPED,466.9,1785,2026-01-26 23:36:00,True,True,WIN
