time,date,session,direction,model,score,grade,should_trade,kill_switches,price,price_zone,sweep,sweep_fresh,rsi_m15,cot_pct,atr,news_blocked,news_reason,entry,sl,sl_pips,tp1,tp2,tp3,result,pnl_pips,bars_held,exit_time,tp1_hit,tp2_hit,tag
2026-03-03 15:00:00,2026-03-03,overlap,buy,momentum_breakout,76.9,STRONG,True,[],5199.78,premium,bullish,True,45.03,81.3,50.65293,False,,5199.48,5179.48,200.0,5249.76,5300.0,5350.0,SL_HIT,-200.0,2,2026-03-03 15:03:00,False,False,LOSS
2026-03-05 17:25:00,2026-03-05,new_york,buy,momentum_breakout,70.3,STRONG,True,[],5079.59,discount,bullish,True,27.73,81.3,32.76613,False,,5079.29,5059.29,200.0,5140.1,5171.53,5237.96,SL_HIT,-200.0,64,2026-03-05 18:30:00,False,False,LOSS
2026-03-06 10:30:00,2026-03-06,london,sell,momentum_breakout,73.3,STRONG,True,[],5101.23,discount,bullish,False,38.94,81.3,27.07514,False,,5100.93,5120.93,200.0,5050.88,5000.0,4879.15,SL_HIT,-200.0,298,2026-03-06 15:30:00,False,False,LOSS
2026-03-10 17:35:00,2026-03-10,new_york,buy,momentum_breakout,75.9,STRONG,True,[],5232.33,discount,bullish,True,70.09,81.3,26.04861,False,,5232.03,5212.03,200.0,5300.0,5393.5,5419.26,SL_HIT,-200.0,160,2026-03-10 20:16:00,False,False,LOSS
2026-03-13 14:00:00,2026-03-13,overlap,buy,momentum_breakout,70.9,STRONG,True,[],5113.1,discount,bullish,False,60.64,81.3,20.00377,False,,5112.8,5097.1,157.0,5162.27,5183.48,5237.96,SL_HIT,-157.0,95,2026-03-13 15:36:00,False,False,LOSS
2026-03-13 17:00:00,2026-03-13,new_york,sell,momentum_breakout,72.9,STRONG,True,[],5044.72,discount,bullish,False,23.8,81.3,23.87713,False,,5044.42,5063.82,194.0,4987.31,4888.87,4853.99,SL_HIT,-194.0,8,2026-03-13 17:09:00,False,False,LOSS
2026-03-16 17:55:00,2026-03-16,new_york,sell,momentum_breakout,72.0,STRONG,True,[],4987.11,discount,bullish,False,39.39,81.3,27.24802,False,,4986.81,5006.81,200.0,4933.52,4860.17,4710.69,SL_HIT,-200.0,151,2026-03-16 20:27:00,False,False,LOSS
2026-03-20 15:55:00,2026-03-20,overlap,sell,momentum_breakout,70.1,STRONG,True,[],4619.94,discount,bullish,False,30.12,81.3,41.55749,False,,4619.64,4639.64,200.0,4550.0,4502.57,4402.14,TP3_HIT,2175.0,578,2026-03-23 02:34:00,True,True,WIN
2026-03-24 19:10:00,2026-03-24,new_york,sell,momentum_breakout,70.4,STRONG,True,[],4393.48,discount,bullish,False,46.72,81.3,53.32941,False,,4393.18,4413.18,200.0,4305.89,4300.0,4157.44,SL_HIT,-200.0,80,2026-03-24 20:31:00,False,False,LOSS
2026-03-26 21:55:00,2026-03-26,new_york,sell,momentum_breakout,75.6,STRONG,True,[],4363.27,discount,bullish,False,32.06,81.3,37.66403,False,,4362.97,4382.97,200.0,4305.89,4108.42,4098.53,SL_HIT,-200.0,16,2026-03-26 22:12:00,False,False,LOSS
2026-03-31 16:55:00,2026-03-31,new_york,buy,momentum_breakout,75.3,STRONG,True,[],4601.19,premium,bullish,False,66.34,81.3,32.8102,False,,4600.89,4580.89,200.0,4665.65,4693.6,4901.99,OPEN_AT_END,541.0,244,2026-03-31 20:59:00,True,False,WIN
2026-03-31 19:40:00,2026-03-31,new_york,buy,momentum_breakout,77.3,STRONG,True,[],4641.95,premium,bullish,False,66.98,81.3,33.37912,False,,4641.65,4621.65,200.0,4693.6,4750.7,4901.99,OPEN_AT_END,133.4,79,2026-03-31 20:59:00,False,False,WIN
