time,date,session,direction,model,score,grade,should_trade,kill_switches,price,price_zone,sweep,sweep_fresh,rsi_m15,cot_pct,atr,news_blocked,news_reason,entry,sl,sl_pips,tp1,tp2,tp3,result,pnl_pips,bars_held,exit_time,tp1_hit,tp2_hit,tag
2026-03-03 13:45:00,2026-03-03,overlap,buy,london_sweep_reverse,77.3,STRONG,True,[],5136.45,premium,bullish,True,16.77,81.6,47.75623,False,,5120.54,5105.71,148.3,5175.21,5200.0,5237.96,GHOST,0.0,8,2026-03-03 13:54:00,False,False,GHOST
2026-03-04 21:45:00,2026-03-04,new_york,buy,structural_breakout,71.4,STRONG,True,[],5132.68,discount,bullish,True,41.95,81.6,36.16721,False,,5131.8,5111.8,200.0,5183.48,5237.96,5313.25,BE_STOPPED,0.0,564,2026-03-05 08:10:00,True,False,BE
2026-03-05 13:30:00,2026-03-05,overlap,buy,fvg_continuation,73.9,STRONG,True,[],5162.6,discount,bullish,False,50.58,81.6,27.34535,False,,5162.5,5154.75,77.5,5183.48,5200.0,5237.96,SL_HIT,-77.5,89,2026-03-05 15:00:00,False,False,LOSS
2026-03-05 17:45:00,2026-03-05,new_york,buy,structural_breakout,74.1,STRONG,True,[],5085.83,discount,bullish,True,26.28,81.6,32.76613,False,,5086.13,5082.8,33.3,5100.0,5119.13,5140.1,BE_STOPPED,0.0,20,2026-03-05 18:06:00,True,False,BE
2026-03-05 18:45:00,2026-03-05,new_york,buy,structural_breakout,73.1,STRONG,True,[],5075.14,discount,bullish,True,32.59,81.6,34.01783,False,,5075.44,5059.95,154.9,5119.13,5150.0,5195.01,SL_HIT,-154.9,50,2026-03-05 19:36:00,False,False,LOSS
2026-03-09 16:25:00,2026-03-09,new_york,sell,structural_breakout,72.2,STRONG,True,[],5080.74,discount,bullish,False,43.98,81.6,35.49848,False,,5079.34,5099.34,200.0,5023.69,4987.31,4853.99,SL_HIT,-200.0,15,2026-03-09 16:41:00,False,False,LOSS
2026-03-10 10:00:00,2026-03-10,london,buy,choch_reversal,79.9,STRONG,True,[],5181.48,discount,bullish,True,62.75,81.6,24.87429,False,,5169.47,5161.51,79.6,5195.72,5215.89,5233.8,GHOST,0.0,11,2026-03-10 10:12:00,False,False,GHOST
2026-03-10 15:05:00,2026-03-10,overlap,buy,double_top_bottom_trap,71.6,STRONG,True,[],5197.13,discount,bullish,False,65.35,81.6,25.0536,False,,5181.44,5161.44,200.0,5233.8,5281.03,5393.5,GHOST,0.0,13,2026-03-10 15:19:00,False,False,GHOST
2026-03-10 20:20:00,2026-03-10,new_york,buy,momentum_breakout,73.5,STRONG,True,[],5182.87,premium,bullish,True,44.23,81.6,27.25105,False,,5182.57,5162.57,200.0,5233.8,5281.03,5393.5,SL_HIT,-200.0,1001,2026-03-11 15:01:00,False,False,LOSS
2026-03-11 21:45:00,2026-03-11,new_york,buy,choch_reversal,73.9,STRONG,True,[],5178.32,discount,bullish,True,52.68,81.6,20.58201,False,,5169.47,5162.8,66.7,5188.26,5200.0,5220.24,GHOST,0.0,8,2026-03-11 21:54:00,False,False,GHOST
2026-03-13 15:35:00,2026-03-13,overlap,buy,structural_breakout,72.3,STRONG,True,[],5102.66,discount,bullish,False,59.15,81.6,20.17075,False,,5118.42,5098.42,200.0,5183.48,5215.89,5281.03,SL_HIT,-200.0,24,2026-03-13 16:00:00,False,False,LOSS
2026-03-18 10:00:00,2026-03-18,london,sell,structural_breakout,74.2,STRONG,True,[],4994.69,discount,bullish,False,43.64,81.6,17.40944,False,,4985.54,5005.54,200.0,4900.39,4860.17,4710.69,TP3_HIT,2748.5,1391,2026-03-19 10:12:00,True,True,WIN
2026-03-24 19:10:00,2026-03-24,new_york,sell,momentum_breakout,70.4,STRONG,True,[],4393.48,discount,bullish,False,46.72,81.6,53.32941,False,,4393.18,4413.18,200.0,4305.89,4300.0,4157.44,SL_HIT,-200.0,80,2026-03-24 20:31:00,False,False,LOSS
2026-03-26 10:00:00,2026-03-26,london,sell,ob_fvg_stack,80.2,STRONG,True,[],4454.4,discount,bullish,False,37.82,81.6,36.4956,True,HIGH IMPACT: Advance GDP q/q (USD) at 2026-04-30 12:30,,,0.0,,,,NEWS_BLOCKED,0.0,0,,False,False,BLOCKED
2026-03-26 10:05:00,2026-03-26,london,sell,ob_fvg_stack,80.0,STRONG,True,[],4453.61,discount,bullish,False,35.69,81.6,37.2252,True,HIGH IMPACT: Advance GDP q/q (USD) at 2026-04-30 12:30,,,0.0,,,,NEWS_BLOCKED,0.0,0,,False,False,BLOCKED
2026-03-26 10:10:00,2026-03-26,london,sell,ob_fvg_stack,80.2,STRONG,True,[],4448.85,discount,bullish,False,35.69,81.6,37.2252,True,HIGH IMPACT: Advance GDP q/q (USD) at 2026-04-30 12:30,,,0.0,,,,NEWS_BLOCKED,0.0,0,,False,False,BLOCKED
