time,date,session,direction,model,score,grade,should_trade,kill_switches,price,price_zone,sweep,sweep_fresh,rsi_m15,cot_pct,atr,news_blocked,news_reason,entry,sl,sl_pips,tp1,tp2,tp3,result,pnl_pips,bars_held,exit_time,tp1_hit,tp2_hit,tag
2026-03-17 14:45:00,2026-03-17,overlap,buy,fvg_continuation,70.7,STRONG,True,[],5013.8,discount,bullish,False,54.06,80.7,20.50529,False,,5013.19,5004.16,90.3,5038.06,5074.24,5089.06,SL_HIT,-90.3,104,2026-03-17 16:31:00,False,False,LOSS
2026-03-17 18:00:00,2026-03-17,new_york,buy,structural_breakout,77.7,STRONG,True,[],4995.91,discount,bullish,False,43.39,80.7,22.34273,False,,5024.35,5021.85,25.0,5038.06,5044.53,5074.24,SL_HIT,-25.0,1,2026-03-17 18:02:00,False,False,LOSS
2026-03-17 18:55:00,2026-03-17,new_york,buy,fvg_continuation,71.5,STRONG,True,[],5001.69,discount,bullish,False,46.69,80.7,21.76182,False,,4999.52,4992.82,67.0,5016.55,5031.46,5050.0,SL_HIT,-67.0,429,2026-03-18 03:52:00,False,False,LOSS
2026-03-18 20:05:00,2026-03-18,new_york,buy,htf_level_reaction,70.6,STRONG,True,[],4885.16,discount,bullish,True,44.04,80.7,26.77768,False,,4900.5,4891.97,85.3,4932.76,4939.58,4967.62,SPIKE_SL,-85.3,1,2026-03-18 20:07:00,False,False,SPIKE_SL
2026-03-18 20:35:00,2026-03-18,new_york,buy,structural_breakout,72.1,STRONG,True,[],4880.99,discount,bullish,True,38.95,80.7,26.77768,False,,4880.57,4878.07,25.0,4900.0,4932.76,4939.58,SL_HIT,-25.0,2,2026-03-18 20:38:00,False,False,LOSS
