time,date,session,direction,model,score,grade,should_trade,kill_switches,price,price_zone,sweep,sweep_fresh,rsi_m15,cot_pct,atr,news_blocked,news_reason,entry,sl,sl_pips,tp1,tp2,tp3,result,pnl_pips,bars_held,exit_time,tp1_hit,tp2_hit,tag
2026-01-02 10:55:00,2026-01-02,london,buy,htf_level_reaction,83.4,STRONG,True,[],4389.89,discount,bullish,False,66.82,81.6,17.51643,False,,4373.79,4368.04,57.5,4398.61,4421.0,4450.0,GHOST,0.0,0,2026-01-09 15:38:00,False,False,GHOST
2026-01-02 15:30:00,2026-01-02,overlap,buy,silver_bullet,72.3,STRONG,True,[],4372.98,discount,bullish,False,40.34,81.6,17.58939,False,,4363.67,4354.38,92.9,4398.61,4421.0,4450.0,GHOST,0.0,0,2026-01-09 15:38:00,False,False,GHOST
2026-01-19 20:25:00,2026-01-19,new_york,buy,momentum_breakout,73.1,STRONG,True,[],4678.61,premium,bullish,False,63.78,81.6,13.90861,False,,4678.31,4660.24,180.7,4730.55,4785.37,4911.17,SL_HIT,-180.7,150,2026-01-20 02:27:00,False,False,LOSS
2026-01-20 16:40:00,2026-01-20,new_york,buy,momentum_breakout,80.5,STRONG,True,[],4736.67,premium,bullish,False,59.14,81.6,14.85905,False,,4736.37,4720.16,162.1,4785.37,4850.0,4911.17,RUNNER_STOPPED,490.0,1675,2026-01-21 21:36:00,True,True,WIN
2026-01-23 16:50:00,2026-01-23,new_york,buy,momentum_breakout,71.8,STRONG,True,[],4953.61,premium,bullish,False,56.37,81.6,22.50247,False,,4953.31,4933.31,200.0,5050.0,5161.82,5103.31,TP3_HIT,1500.0,896,2026-01-26 08:47:00,True,True,WIN
