time,date,session,direction,model,score,grade,should_trade,kill_switches,price,price_zone,sweep,sweep_fresh,rsi_m15,cot_pct,atr,news_blocked,news_reason,entry,sl,sl_pips,tp1,tp2,tp3,result,pnl_pips,bars_held,exit_time,tp1_hit,tp2_hit,tag
2026-01-02 07:10:00,2026-01-02,london,buy,momentum_breakout,78.5,STRONG,True,[],4378.83,discount,bullish,True,74.84,81.6,18.84249,False,,4377.43,4362.66,147.7,4421.0,4450.0,4511.47,GHOST,0.0,0,2026-01-12 04:32:00,False,False,GHOST
2026-01-02 09:15:00,2026-01-02,london,buy,momentum_breakout,83.3,STRONG,True,[],4375.91,discount,bullish,True,64.51,81.6,17.56924,False,,4374.6,4369.37,52.3,4398.61,4421.0,4450.0,GHOST,0.0,0,2026-01-12 04:32:00,False,False,GHOST
2026-01-02 09:55:00,2026-01-02,london,buy,double_top_bottom_trap,84.2,STRONG,True,[],4381.88,discount,bullish,True,67.15,81.6,17.56924,False,,4382.24,4373.08,91.6,4421.0,4450.0,4468.71,GHOST,0.0,0,2026-01-12 04:32:00,False,False,GHOST
2026-01-02 13:30:00,2026-01-02,overlap,buy,fvg_continuation,80.7,STRONG,True,[],4393.52,discount,bullish,False,66.61,81.6,16.06337,False,,4393.9,4387.63,62.7,4421.0,4450.0,4468.71,GHOST,0.0,0,2026-01-12 04:32:00,False,False,GHOST
2026-01-02 15:50:00,2026-01-02,overlap,buy,double_top_bottom_trap,76.3,STRONG,True,[],4368.78,discount,bullish,False,35.17,81.6,17.58939,False,,4364.4,4360.53,38.7,4383.32,4398.61,4421.0,GHOST,0.0,0,2026-01-12 04:32:00,False,False,GHOST
2026-01-02 16:20:00,2026-01-02,new_york,buy,choch_reversal,72.6,STRONG,True,[],4371.07,discount,bullish,False,38.29,81.6,18.15229,False,,4365.91,4359.96,59.5,4383.32,4398.61,4421.0,GHOST,0.0,0,2026-01-12 04:32:00,False,False,GHOST
2026-01-05 10:45:00,2026-01-05,london,buy,momentum_breakout,84.9,STRONG,True,[],4431.28,premium,bullish,False,69.12,81.6,17.35806,False,,4431.81,4418.22,135.9,4478.79,4500.0,4534.57,GHOST,0.0,0,2026-01-12 04:32:00,False,False,GHOST
2026-01-05 13:25:00,2026-01-05,overlap,buy,double_top_bottom_trap,75.4,STRONG,True,[],4419.58,premium,bullish,False,44.95,81.6,17.12236,False,,4414.22,4410.12,41.0,4438.16,4450.0,4478.79,GHOST,0.0,0,2026-01-12 04:32:00,False,False,GHOST
2026-01-05 19:00:00,2026-01-05,new_york,buy,fvg_continuation,77.6,STRONG,True,[],4437.8,premium,bearish,False,58.28,81.6,18.04572,False,,4433.47,4427.3,61.7,4450.0,4478.79,4500.0,GHOST,0.0,0,2026-01-12 04:32:00,False,False,GHOST
2026-01-06 07:15:00,2026-01-06,london,buy,double_top_bottom_trap,75.0,STRONG,True,[],4468.41,premium,bullish,False,64.3,81.6,16.22802,False,,4466.72,4463.95,27.7,4483.65,4500.0,4511.47,GHOST,0.0,0,2026-01-12 04:32:00,False,False,GHOST
2026-01-06 07:45:00,2026-01-06,london,buy,fvg_continuation,75.1,STRONG,True,[],4461.32,premium,bullish,False,57.03,81.6,16.22802,False,,4459.76,4455.18,45.8,4483.65,4500.0,4511.47,GHOST,0.0,0,2026-01-12 04:32:00,False,False,GHOST
2026-01-06 17:15:00,2026-01-06,new_york,buy,fvg_continuation,75.7,STRONG,True,[],4478.93,premium,bullish,False,62.02,81.6,17.27983,False,,4474.45,4470.69,37.6,4488.48,4500.0,4517.51,GHOST,0.0,0,2026-01-12 04:32:00,False,False,GHOST
2026-01-06 17:45:00,2026-01-06,new_york,buy,double_top_bottom_trap,74.2,STRONG,True,[],4475.51,premium,bullish,False,56.98,81.6,17.27983,False,,4470.95,4455.27,156.8,4511.47,4549.92,4600.26,GHOST,0.0,0,2026-01-12 04:32:00,False,False,GHOST
2026-01-06 20:10:00,2026-01-06,new_york,buy,double_top_bottom_trap,74.9,STRONG,True,[],4490.47,premium,bullish,False,65.44,81.6,16.39883,False,,4491.43,4471.43,200.0,4549.92,4600.0,4730.55,GHOST,0.0,0,2026-01-12 04:32:00,False,False,GHOST
2026-01-09 07:50:00,2026-01-09,london,buy,double_top_bottom_trap,71.6,STRONG,True,[],4467.31,premium,bullish,False,55.28,81.6,14.0565,False,,4467.3,4457.74,95.6,4500.0,4511.47,4549.92,GHOST,0.0,0,2026-01-12 04:32:00,False,False,GHOST
2026-01-09 15:15:00,2026-01-09,overlap,sell,structural_breakout,76.6,STRONG,True,[],4466.15,premium,bullish,False,45.91,81.6,14.20189,False,,4463.43,4480.95,175.2,4407.73,4383.23,4318.72,SL_HIT,-175.2,1,2026-01-12 04:33:00,False,False,LOSS
2026-01-20 16:40:00,2026-01-20,new_york,buy,momentum_breakout,80.5,STRONG,True,[],4736.67,premium,bullish,False,59.14,81.6,14.85905,False,,4738.06,4720.16,179.0,4785.37,4850.0,4911.17,RUNNER_STOPPED,473.1,1675,2026-01-21 21:36:00,True,True,WIN
2026-01-23 16:50:00,2026-01-23,new_york,buy,momentum_breakout,71.8,STRONG,True,[],4953.61,premium,bullish,False,56.37,81.6,22.50247,False,,4952.99,4935.29,177.0,5000.0,5050.0,5161.82,RUNNER_STOPPED,470.1,1785,2026-01-26 23:36:00,True,True,WIN
